# 50 1
0 -1.00000000e+01 -2.51752296e-01
0 -9.59183673e+00 -1.13546285e-03
0 -9.18367347e+00 1.01635429e-01
0 -8.77551020e+00 1.62991770e-01
0 -8.36734694e+00 1.48668410e-01
0 -7.95918367e+00 2.44300255e-01
0 -7.55102041e+00 1.81960849e-01
0 -7.14285714e+00 1.69416240e-01
0 -6.73469388e+00 1.79039207e-01
0 -6.32653061e+00 -6.40194296e-02
0 -5.91836735e+00 -1.35886144e-01
0 -5.51020408e+00 -9.97096199e-02
0 -5.10204082e+00 -2.85453300e-01
0 -4.69387755e+00 -2.19004128e-01
0 -4.28571429e+00 -2.92603952e-01
0 -3.87755102e+00 -2.36715437e-01
0 -3.46938776e+00 -1.76848004e-01
0 -3.06122449e+00 -5.75565283e-02
0 -2.65306122e+00 7.57520340e-02
0 -2.24489796e+00 1.62217562e-01
0 -1.83673469e+00 6.08098089e-01
0 -1.42857143e+00 4.80742153e-01
0 -1.02040816e+00 8.27676236e-01
0 -6.12244898e-01 9.46694481e-01
0 -2.04081633e-01 1.02624346e+00
0 2.04081633e-01 9.47890435e-01
0 6.12244898e-01 8.20507673e-01
0 1.02040816e+00 5.86723117e-01
0 1.42857143e+00 7.32867222e-01
0 1.83673469e+00 5.20703108e-01
0 2.24489796e+00 3.25087648e-01
0 2.65306122e+00 3.41846428e-01
0 3.06122449e+00 5.55532993e-02
0 3.46938776e+00 -1.91429269e-01
0 3.87755102e+00 -9.74143873e-02
0 4.28571429e+00 -2.68310826e-01
0 4.69387755e+00 -1.84817138e-01
0 5.10204082e+00 -2.99010422e-01
0 5.51020408e+00 -2.03314577e-01
0 5.91836735e+00 -5.51977118e-02
0 6.32653061e+00 9.72582312e-02
0 6.73469388e+00 2.35256602e-02
0 7.14285714e+00 -2.11830841e-02
0 7.55102041e+00 -1.85714995e-02
0 7.95918367e+00 1.92211483e-01
0 8.36734694e+00 1.38470219e-01
0 8.77551020e+00 -6.26649608e-02
0 9.18367347e+00 5.31715077e-02
0 9.59183673e+00 -2.84559771e-02
0 1.00000000e+01 -5.65418713e-02
